id	Definition
PWN:acquaintance.n.03	自分と知り合いである人
PWN:acquire.v.05	努力で何かに勝つ
PWN:acquiring.n.01	何かを得る行為
PWN:acquisition.n.02	獲得した何か
PWN:acquit.v.01	刑事告発で無罪であると申し渡す
PWN:acrimonious.s.01	強い憤慨またはシニシズムによって特徴づけられる
PWN:across.r.01	反対側に
PWN:act_involuntarily.v.01	制御されていない方法で行う
PWN:act_of_god.n.01	予定された企画を妨げる自然の避け難い災害
PWN:act.n.01	委員会、協会、立法府の審議を体系化する法律文書
PWN:act.n.02	人々が行う、あるいは起こす事
PWN:act.n.04	より長いプログラムの一部である短い芝居
PWN:act.v.01	行動を実行する、うまく乗り切る、（行動を）遂行する
PWN:act.v.02	特定の方法で振る舞う
PWN:act.v.03	役割を果たす、役を演じる
PWN:acting.n.01	芝居で役割、配役を演じること
PWN:actinic_radiation.n.01	光化学反応を起こす電磁放射
PWN:actinium.n.01	アクチニド系列の放射性元素
PWN:action.n.01	なされた事柄（通常、言われた事柄に対して言う）
PWN:action.n.02	動いている状態
PWN:activeness.n.02	積極的であるという特性
PWN:activity.n.01	特定の行動
PWN:actor.n.01	劇の演技者
PWN:actuality.n.01	客観的に実際に存在する状態
PWN:acute.s.02	極めて鋭い、または、強烈な
PWN:acute.s.03	微細な区別を認識するか引き起こす能力を持っている、あるいは示すさま
PWN:ad.n.01	ある製品あるいはサービスの一般宣伝
PWN:adapt.v.01	新しい目的に適するよう適合させるまたは変化させる
PWN:add.v.01	追加する（に対して）
PWN:add.v.01	追加する（に対して）
PWN:addition.n.01	何かを改善するためにそれに加えられる要素
PWN:addition.n.03	加えられた量
PWN:addle.v.01	混同する、あるいは混乱する
PWN:address.n.02	個人や組織が所在し、連絡をとれる場所
PWN:address.n.03	聴衆に対して正式に口頭で伝達する行為
PWN:address.n.06	ある場所を見つけるための文書による指示
PWN:address.v.01	話し掛ける
PWN:address.v.09	誰かに話す
PWN:adhere.v.01	調和している、または一致している
PWN:adhere.v.06	しっかり執着
PWN:adhesive_material.n.01	表面を一緒に融合または接合させる物質
PWN:adjudicator.n.01	勉強して、紛争と論争を解決する人
PWN:adjust.v.01	正確性を得るため、または基準に従うため変える、あるいは調節する
PWN:adjustment.n.03	何かを標準に合うように調整する行為
PWN:administer.v.01	管理能力内で取り組む
PWN:administer.v.04	（薬物）与えるか、適用する
PWN:administration.n.01	あるグループの人の事象を管理する、または関わる方法（特にグループの事業において）
PWN:administration.n.02	何かを運営する目的で統治組織を構成する人々（または委員会、部門など）
PWN:administrative_district.n.01	行政上の目的のために定められた地域
PWN:administrative_unit.n.01	管理上責任の単位
PWN:administrator.n.01	ビジネスを運営する誰か
PWN:admire.v.01	賞賛を感じる
PWN:admire.v.02	感嘆して見る
PWN:admit.v.01	真実であることを宣言するあるいは存在、現実あるいは真実を認める
PWN:admit.v.01	真実であることを宣言するあるいは存在、現実あるいは真実を認める
PWN:admit.v.02	入ることを許す
PWN:admit.v.03	参加すること、あるいはの一環であることを許容する
PWN:adobe.n.02	日干しれんが
PWN:adopt.v.01	選択して続く
PWN:adornment.n.01	地味さをなくすよう付け加えられる色、または趣味による装飾
PWN:adult.n.01	進んで成熟からの十分に発達した人
PWN:adult.s.01	（動物について）完全に発達した
PWN:adultery.n.01	婚姻関係を意図的かつ不当に妨げる婚外性交
PWN:advance.n.05	収入が入る間に支払われる額
PWN:advance.n.06	価格や価値の増加
PWN:advance.v.01	比喩的な意味においても使われる、前方へ動く
PWN:advance.v.02	結果または受理のために進歩する
PWN:advance.v.05	前進する理由
PWN:advance.v.12	割合または価格の増加
PWN:advancement.n.03	漸進的な改善または成長または発展
PWN:advantage.n.01	より優った、あるいはより好ましい位置を保つという特質
PWN:advent.n.01	待ちに待った到着（とくに何か重要な物）
PWN:adventure.n.01	野性的で興奮させるような仕事（必ずしも合法的であるというわけではない）
PWN:advertise.v.01	関心を呼び起こす
PWN:advice.n.01	適切な方針の提案
PWN:advocate.n.01	主義や主張を擁護する人
PWN:adz.n.01	木を切り、形成するのに使用される刃の道具
PWN:affair.n.02	通常秘密の、あるいは不義の性的関係
PWN:affair.n.03	曖昧に指定された社交行事
PWN:affect.n.01	感覚または感情の意識している主観的な局面
PWN:affect.v.01	影響を及ぼす
PWN:affect.v.02	身体的に作用する
PWN:affect.v.05	感情的であるか認識影響を及ぼす
PWN:affection.n.01	好意を持っているという積極的な気持ち
PWN:affinity.n.04	興味の一致または本質や性質の類似性によって特徴づけられる密接な関係
PWN:affirm.v.02	本当であるように厳かに正式に宣言するか、断言する
PWN:affirm.v.03	肯定的な回答を言い表す
PWN:affliction.n.03	大きな悩みや苦痛の種
PWN:affluence.n.01	豊富な富
PWN:afford.v.01	容赦するか、やめることができない
PWN:afternoon.n.01	正午から夜までの1日の一部
PWN:again.r.01	改めて
PWN:agate_line.n.01	印刷の1行のためのスペース（1段幅で1/14インチ高）で広告面の測定に使われる
PWN:age_group.n.01	ほぼ同年齢の人々のグループ
PWN:age.n.01	何かが、どれくらい存在したか
PWN:age.n.03	ある資格または権利が発生する人生の年（通常、年齢で定義される）
PWN:agency.n.01	政府の運営部門
PWN:agency.n.02	他の事業のために働く事業
PWN:agent.n.02	他人や組織の代理として行動する人
PWN:agent.n.04	手数料と引き換えに他人のために売り買いをする実務家
PWN:agent.n.05	連邦機関や連邦局の職員、または代表
PWN:agglomeration.n.01	雑多な収集物や集まり
PWN:aggrandizement.n.01	富や名声や権力や何かの範囲を増大させる行為
PWN:aggression.n.03	敵対的で、通常正当な理由のない暴力行為
PWN:agitation.n.05	何かを揺り動かす行為
PWN:agouti.n.01	中央アメリカ、南アメリカと西インド諸島のすばしっこく長い足のある兎の大きさの齧歯動物
PWN:agree.v.01	一致している
PWN:agreement.n.03	人々の意見、行動、または性格の調和
PWN:agreement.n.04	申し合わせたこと、あるいは合意したこと
PWN:agreement.n.06	同意する言語行為
PWN:ahead.r.03	順方向に
PWN:aid.n.02	ニーズの実現や努力や目的の促進に寄与する活動
PWN:aid.n.03	価値のある人または運動を支持する金
PWN:ailment.n.01	しばしば持続性の身体障害か病気
PWN:aim.n.02	（成し遂げられると考えられる）成し遂げるための目標
PWN:aim.n.03	まとをねらう行為
PWN:aim.v.01	何かをさし示したり、どこかへ行かせる（打撃、兵器、カメラの道具など）
PWN:aim.v.06	（注意）を意図した目標の方向へ向ける
PWN:air_plant.n.01	大気や雨から水分と栄養分を吸収する植物
PWN:air_unit.n.01	空軍の一部である部隊
PWN:air.n.01	呼吸に必要な気体の混合物（特に酸素）
PWN:air.n.06	かつて、宇宙を構成する4つの要素の1つであると考えられていた（エムペドクレス）
PWN:aircraft.n.01	飛ぶことができる乗り物
PWN:airfield.n.01	飛行機の発着する場所
PWN:airplane.n.01	翼を固定しプロペラあるいはジェットエンジンで動く飛行機
PWN:airport.n.01	旅客や貨物のための設備のみならず管制塔やハンガーなどを備えた飛行場
PWN:alarm.v.02	警告するまたは危険感を呼び起こす、あるいは心構えのある状態を喚起させる
PWN:alcohol.n.01	活性剤としてのアルコールを含む蒸留酒や醸造酒
PWN:alcoholic.n.01	習慣的に過度に飲酒をする人
PWN:alga.n.01	真の茎や根、葉などを持たない原始的な葉緑素を含む、主に水生の真核生物
PWN:alignment.n.04	互いに関連して装置の部分を調節するか、一列に並べることの行為
PWN:alive.a.01	生命を有する
PWN:alkaline.a.01	アルカリを関するものであるか、含むさま
PWN:all.a.01	数量詞
PWN:all.a.01	数量詞
PWN:allege.v.01	報告する、または支持する
PWN:allergy.n.01	特定のアレルゲンへの超過敏反応
PWN:alliance.n.01	同盟または連合されている状態
PWN:alliance.n.03	契約や条約にかかわる人々（や国々）の組織
PWN:alligator.n.02	クロコダイルに似ているが、より短くて幅広の鼻を持つ両生爬虫類二種の内の1つ
PWN:allocate.v.01	計画通りに配布する、または、特別な目的のために分離する
PWN:allotment.n.02	割り当てること、または分配するによって配布する行為
PWN:allow.v.03	持たせる
PWN:allow.v.06	ある可能性を許容する、または計画する
PWN:alloy.n.01	溶けたときに通常混ざり合う、あるいは互いに溶け合う、2つ以上の金属または金属と非金属の成分から成る混合物
PWN:almond.n.02	アーモンドの木の卵型の食用の種
PWN:alone.r.02	ほかの誰でも、ほかの何でもなしに
PWN:alone.r.02	ほかの誰でも、ほかの何でもなしに
PWN:alone.s.02	仲間や仲間付き合いが欠如しているさま
PWN:along.r.01	前進運動を伴う
PWN:alphabet.n.01	文字を含み言葉を書くのに使用される文字の群
PWN:already.r.01	指定されたか意味された時間の前に
PWN:altar.n.02	神への捧げ物や生け贄がなされる高くなった場所
PWN:alteration.n.02	何かを異なるものにする行為（例えば、衣服のサイズなど）
PWN:alternate.v.01	行ったり来たり動く
PWN:alternatively.r.01	代理でまたは代替手段で
PWN:aluminum.n.01	延性のある銀白色の金属元素で、主にボーキサイトに見られる
PWN:always.r.01	いつも、常に
PWN:amazed.s.01	圧倒的な驚きと衝撃の情緒的な影響で満たされた
PWN:ambassador.n.01	最高位の外交官
PWN:ambition.n.01	大事にしている願望
PWN:ambition.n.02	成功への強い衝動
PWN:ambulance.n.01	病院へまた病院から人を運ぶ車輛
PWN:ambush.n.01	身を隠して待ち伏せし、急襲する行為
PWN:american_football.n.01	ゲームは長方形のフィールドの11人のプレーヤーの2つのチームで長さ100ヤードであるのにプレーした
PWN:americium.n.01	放射性超ウラン金属元素
PWN:ammunition.n.01	銃から点火される発射体
PWN:amorphous_shape.n.01	明確に決められていない、あいまいな形
PWN:amortize.v.01	徐々に清算する
PWN:amount.n.02	評価に関する何かの相対振幅
PWN:amphibian.n.03	一般的に土地に住んでいるが、水の中で繁殖している冷血脊椎動物
PWN:amputate.v.01	外科的に取り除く
PWN:amulet.n.01	首のまわりにつるされ、悪魔または病に対して魔力的なお守りの効果があるとされる宝石の1つまたは細かい装身具
PWN:amuse.v.01	気持ちのよい、愉快、あるいは良い感じの風習で占める
PWN:amusing.s.02	笑いを起こすか、誘うさま
PWN:anal.a.01	肛門の、または、肛門に関する
PWN:analgesic.n.01	痛みを和らげるために用いられる薬剤
PWN:analyze.v.01	本質的な特徴か意味を発見するために、詳細に検討し分析する
PWN:ananas.n.01	熱帯のアメリカ産の植物の属は、剣形の葉と、（パイナップルのような）いくつかの花の実からなる肉厚の複合果実を持つ
PWN:ancestor.n.01	自分が系統を引く（通常、祖父母よりも遠い）人
PWN:anchor.n.01	船が動くのを防ぐ機械装置
PWN:anchorite.n.01	宗教的理由のために社会から退いた人
PWN:ancient.s.02	非常に古い
PWN:anecdote.n.01	事件の短い報告（特に伝記における）
PWN:angel.n.01	神に付き添う霊的な存在
PWN:anger.n.01	強い感情
PWN:anger.n.02	怒っていること
PWN:anger.v.01	怒らせる
PWN:anger.v.02	腹を立てる
PWN:angle.n.01	交差する2本の線または平面の間の空間
PWN:angry.a.01	怒りを感じるか、示すさま
PWN:angstrom.n.01	メートル法の長さで、1メートルの100億分の1（または0.0001ミクロン）と等しい
PWN:angular_position.n.01	ある位置が他の位置との関連で定まる関係
PWN:angular_shape.n.01	1つか、あるいはそれ以上の鋭い角のある形
PWN:animal_group.n.01	動物のグループ
PWN:animal_material.n.01	動物から得られる原料
PWN:animal.n.01	自発的な運動に特徴付けられる、生命を持つ有機体
PWN:animation.n.01	生活の状態、または生きている状態
PWN:anion.n.01	負電気を帯びた原子
PWN:ankle.n.01	脛骨と腓骨の遠心端と距骨の近位端の間の平面関節
PWN:annex.n.01	本館を拡張した附属部分
PWN:announce.v.01	知らせる
PWN:announce.v.01	知らせる
PWN:announce.v.02	公に、または公式に発表する
PWN:announce.v.04	予示する、または予言する
PWN:anode.n.01	電子が電気機器に残す正に電荷した電極
PWN:anoint.v.02	油か軟膏を施す
PWN:anomaly.n.02	変わった人
PWN:anorexia.n.01	食欲不振による、長期間の食餌障害
PWN:another.s.01	様々な選択肢の総称
PWN:answer.n.01	質問、要求、批判または告発に返答するために作成される（話されるまたは書かれる）声明
PWN:answer.v.01	言葉で反応する
PWN:answer.v.08	相手をする、または連絡をする
PWN:ant.n.01	組織化された群に生きる社会性昆虫
PWN:anteater.n.02	熱帯アメリカ産の歯が無くてアリやシロアリを主食にする貧歯目アリクイ科の各種の哺乳動物
PWN:anteroom.n.01	大きい入り口、応接室または地域
PWN:antic.n.01	楽しみや気晴らしのために行うばかげた、またはグロテスクな行動
PWN:anticipation.n.01	期待
PWN:antimony.n.01	4つの同素体を持つ金属元素
PWN:anus.n.01	消化管の末端にある排出のための開口部
PWN:anvil.n.01	重い鉄か鉄鋼のブロックで、その上で溶銑がハンマーによって成形される
PWN:anxiety.n.02	（通常不明確な）不幸な出来事が起こるのではと思う、あいまいな不快感
PWN:any.s.01	指定なく、一つ、いくつかの、一つずつの、あるいは全ての
PWN:apart.r.01	場所、位置、または時間的に切り離された、または隔てられた
PWN:apartment_building.n.01	アパートメントに分けられる建物
PWN:apartment.n.01	通常アパートの階全部の部屋の一そろい
PWN:aperture.n.02	開口部
PWN:apery.n.01	模倣する行為
PWN:apex.n.02	太陽と太陽系が恒星と関連して動いているような天球のポイント
PWN:apparatus.n.01	特定の用途に役立てるために設計された用品
PWN:apparel.n.01	一般的に衣服
PWN:appear.v.02	見えてくるかあるいは見える
PWN:appearance.n.01	人や物の、外に現われた目に見える様子
PWN:appellation.n.01	誰かまたは何かが他から呼ばれる、分類されるあるいは区別されたにより、語を識別すること
PWN:append.v.01	まさしくその終わりに追加する
PWN:appendage.n.03	より大きな物に付加される部分
PWN:apple.n.01	皮は赤や黄や緑、果肉は白っぽくぱりぱりしていて味は甘いものから酸っぱいものまである果物
PWN:application.n.01	何かを引き受ける行為
PWN:appoint.v.02	義務、責任または義務を割り当てる
PWN:appointment.n.01	人を非選挙の位置に配属する行為
PWN:approach.v.01	そこに向かって動く
PWN:appropriate.v.02	侵略の後などに、力づくで所有物を取る
PWN:approval.n.04	賛成意見を表明するメッセージ
PWN:approve.v.01	認可を与える
PWN:approve.v.02	正しい、あるいは感心であると判断する
PWN:approximately.r.01	（量について）不正確であるがとても正確に近い
PWN:april.n.01	3月の次で、5月の前の月
PWN:apron.n.01	洋服が汚れないように腰の周りで結んで身に着ける、布や革あるいはプラスティック製の覆い
PWN:apse.n.01	特に教会の東にある建物から引っ込んだ、あるいは突き出したドーム形やアーチ形の部分
PWN:apt.s.03	知的で頭の回転が速く、機知に富む
PWN:aptitude.n.01	生来の能力
PWN:aquatic_plant.n.01	ハスのように泥に根づくか、ホテイアオイのように固定物なしで浮遊するかにかかわらず、部分的にあるいは完全に水中で成長する植物
PWN:aquatic_vertebrate.n.01	もっぱら、または主として水中または水上で生活する動物
PWN:arachnid.n.01	単眼と4対の肢に特徴がある空気を吸う節足動物類
PWN:arch.n.01	開口にかかる垂直面にある曲がった形
PWN:arch.n.04	通路の上にかかり、上部の重量を支えている（通例カーブした）石造構造
PWN:archer.n.01	弓と矢の使用の専門家の人
PWN:archery.n.01	弓で矢を射るスポーツ
PWN:area_unit.n.01	面積を測定するのに使われる単位の方式
PWN:area.n.01	境界が不確かな特定の地理的地域（通常いくつかの特別な目的にかなうか、その住民、文化または地理学によって特徴付けられる）
PWN:area.n.02	研究の対象
PWN:area.n.03	特別な機能を持つ、あるいは所定の動脈や神経から供給を受ける動物の部分
PWN:area.n.05	ある特定の特徴・機能を持つ構造の一部
PWN:area.n.06	境界線で閉じた2次元の表面の広がり
PWN:argon.n.01	無色、無臭の不活性気体
PWN:argument.n.03	試案あるいは提案に対して賛否の理由を述べる議論
PWN:argumentation.n.02	真実または虚偽を示すことを目的とする推理の講座
PWN:arise.v.03	立ち上がる
PWN:arm.n.01	人間の手足
PWN:arm.v.02	兵器を供給する
PWN:armadillo.n.01	体が頑強な角質板で覆われた主に夜行性の穴居性哺乳動物
PWN:armlet.n.01	腕の周りに飾りにつける
PWN:armor.n.01	金属でできていて、戦闘中に使用される保護カバー
PWN:armpit.n.01	肩につながる、腕の下のくぼみ
PWN:army_unit.n.01	陸軍の一部を成す軍事部隊
PWN:army.n.01	陸上の軍隊組織
PWN:army.n.01	陸上の軍隊組織
PWN:army.n.02	何か特定の目的のためにまとまった多数の人々
PWN:arouse.v.07	性的に刺激する
PWN:aroused.s.06	（人について）過度に感情に影響される
PWN:arrange.v.01	適切な、または規則正しい順番に並べる
PWN:arrange.v.01	適切な、または規則正しい順番に並べる
PWN:arrange.v.02	合意をする
PWN:arrange.v.07	一時的な思考、考え、出来事を配置する
PWN:arrangement.n.02	ユニットであるとみなされる規則正しいグループ（ものまたは人の）
PWN:arrangement.n.03	整理や分類のための整った構造
PWN:array.n.01	規則正しい取り決め
PWN:arrival.n.01	目的の達成
PWN:arrival.n.02	ある場所に到達する行為
PWN:arrive.v.01	目的地に着く
PWN:arrive.v.01	目的地に着く
PWN:arrogance.n.01	目下の者に対して傲慢な態度を取ることによって明示された横柄な自尊心
PWN:arrogant.s.01	横柄なプライドから不当な重要さの感情を持つまたは示す
PWN:arrow.n.01	方向または関係を示す記号
PWN:arrow.n.02	まっすぐな薄い柄と一方に矢尻もう一方に静止した羽根をもつ発射体
PWN:arrow.n.02	まっすぐな薄い柄と一方に矢尻もう一方に静止した羽根をもつ発射体
PWN:arsenic.n.02	3つの同素形を持つ猛毒の金属元素
PWN:arson.n.01	財産を破壊するために、悪意をもって燃やすこと
PWN:art.n.01	人間活動の産物
PWN:art.n.02	美しい物や意味のある物の創造
PWN:artery.n.01	血液を心臓から身体へ運ぶ血管
PWN:artery.n.01	血液を心臓から身体へ運ぶ血管
PWN:arthropod.n.01	関節のある肢と、キチンでできた外骨格がある分節した体を持つ無脊椎動物
PWN:article.n.01	出版物の独立した部分を成すノンフィクションの散文
PWN:article.n.02	ある種類の人工物の1つ
PWN:articulation.n.02	物事が集まり、接続された形または方法
PWN:artifact.n.01	全体と見なされる人工の物体
PWN:artificial_language.n.01	特定の目的のために故意につくられる言語
PWN:artificial.a.01	自然ではなくむしろ人為的に考案された
PWN:artist.n.01	感性と想像力あふれる作品を生み出す人
PWN:artistic_movement.n.01	全般的な原則で意見が一致した芸術家科たちのグループ
PWN:artwork.n.01	刊行物での写真か他の視覚表示
PWN:ascend.v.01	上昇する
PWN:ascend.v.01	上昇する
PWN:ash.n.01	何かが燃やされた後の残余物
PWN:ash.n.02	トネリコ属の各種の落葉性の羽状の葉を持つ、観賞植物または材木用樹木の総称
PWN:asia.n.01	地球の人口の６０％を持つもっとも大きな大陸
PWN:asian.a.01	アジアまたはアジアの人々または彼らの言語または彼らの文化の、それらに関する、あるいはそれらに特徴的なさま
PWN:asian.n.01	アジアの出身者、または、居住者
PWN:ask.v.01	尋ねる
PWN:ask.v.02	誰かに何かの要請か要求を行なう
PWN:ask.v.04	義務的であると考える
PWN:ask.v.05	質問を記述して、答えを予測する
PWN:aslant.s.01	斜めになったまたは傾斜した方向を持っている
PWN:aspect.n.01	はっきりとした特徴あるいは問題の要素
PWN:aspect.n.04	動詞の動作の始まり、継続、終了または反復
PWN:asperity.n.01	耐え難い苦難
PWN:aspirin.n.01	サリチル酸のアセチル化誘導体
PWN:assault.n.02	止められなければ、身体傷害を引き起こしそうに見える誰かによる脅されているか未遂の身体的な攻撃
PWN:assemble.v.01	構成要素や構成員を寄せ集めて作る
PWN:assembly.n.04	共通の目的のために一堂に会した人々のグループ
PWN:assembly.n.06	集まるという社会的な行為
PWN:assert.v.01	断定的に言う
PWN:assert.v.03	意見と権利が認められるよう主張する
PWN:assign.v.02	配る
PWN:assignment.n.01	あなたが果たすよう命じられる義務（特に軍隊で）
PWN:assistant.n.01	要求の実現、または努力や目標の推進に貢献する人
PWN:associate.n.01	他人と一緒になって、ある仕事や努力をする人
PWN:associate.v.01	論理的であるか因果関係を作る
PWN:association.n.01	人々の正式な組織
PWN:association.n.03	記憶や想像のなかで結合していること
PWN:association.n.04	思考や出来事を記憶や想像で結合する過程
PWN:assortment.n.01	さまざまな種類のものを含む収集物
PWN:assume.v.01	真実であるあるいは事実であると取る
PWN:assumption.n.02	当然と思われている仮説
PWN:assurance.n.01	疑いがないこと
PWN:astatine.n.01	非常に不安定な放射性元素（ハロゲン系で最も重い）
PWN:astonishment.n.01	非常にびっくりした時の気持ち
PWN:astrology.n.01	惑星、太陽、月の位置によって占いができるという擬似科学
PWN:astronomer.n.01	天文学を研究する物理学者
PWN:astronomy.n.01	天体と宇宙全体を研究する物理学の分野
PWN:asymmetry.n.01	相称の欠如
PWN:at_least.r.02	少なくとも
PWN:at_most.r.01	それよりも大きくないさま
PWN:atheism.n.01	神はいないとする主義あるいは信念
PWN:atheist.n.01	神の存在を否定する人
PWN:athlete.n.01	スポーツ競技を行う訓練を受けた人
PWN:athletic_game.n.01	運動に従事するゲーム
PWN:atmospheric_phenomenon.n.01	大気に関連した物理的な現象
PWN:atom.n.01	要素の化学的特質を持った最も小さい要素構造
PWN:atom.n.02	何かの小さな破片のこと
PWN:attach_to.v.01	出来事または実体に関係するまたは存在する
PWN:attach.v.01	取り付けられる
PWN:attach.v.03	くっついた状態になる
PWN:attachment.n.05	宗教や主義、政党への心からの支持
PWN:attack.n.01	敵に対する攻撃（武器を使用して）
PWN:attack.n.05	攻撃する行為
PWN:attack.n.07	コントロールすることのできない状態に突然陥ること
PWN:attack.v.01	攻撃または襲撃をする
PWN:attainment.n.01	ある目的を成し遂げる行為
PWN:attempt.n.01	何かをしよう、または達成しようとするまじめで良心的な行動
PWN:attention.n.01	ある人が（相対的に）他を除外して身の回りのある特徴にだけに集中する過程
PWN:attentive.a.01	世話または注意をするさま
PWN:attentiveness.n.01	（子供や無力な人々に対して）特に注意を払うこと
PWN:attire.n.01	際だったスタイルや特定の場合に着るドレス
PWN:attitude.n.01	特定のさまでこうどうするための信条、感情、価値および気質を含む複雑な精神状態
PWN:attract.v.01	心理学的力または物理的属性という手段でそのものまたはその人自身に直接向けられた
PWN:attribute.n.02	実体に属するまたは実体に特徴的な抽象的実体
PWN:audience.n.01	（通常は公共の場で）公演を観たり聴いたりする人々の集まり
PWN:audience.n.02	情報や娯楽の源に関心を抱く一般大衆層
PWN:auditory_communication.n.01	聴覚に頼るコミュニケーション
PWN:august.n.01	7月の後、9月の前の月
PWN:aunt.n.01	父や母の姉妹
PWN:aurora_borealis.n.01	北半球のオーロラ
PWN:auspices.n.01	親切な指示と誘導
PWN:australia.n.01	オーストラリア大陸全体を占める国
PWN:authoritative.s.01	権力、支配力、または影響を持つ
PWN:authority.n.01	命令をするか、決定をする力または権利
PWN:authority.n.02	他者に対し（行政上の）管理を行う人々
PWN:authority.n.03	その意見が権威あるとみなされる専門家
PWN:authority.n.07	権威ある著作物
PWN:authorization.n.04	権利を与える行為
PWN:authorize.v.01	認可またはクリアランスを承諾する
PWN:autism.n.01	自己への異常な没頭
PWN:automatic.a.01	人間の介入が最小の状態で作動する
PWN:autonomy.n.01	恣意的な権力からの自由：政治的独立
PWN:auxiliary.s.01	収容力を補助する機能のある
PWN:available.a.01	入手または利用可能で、使用またはサービスの準備が整っている
PWN:avaricious.s.01	富などを得るこを極端に望む
PWN:avaricious.s.01	富などを得るこを極端に望む
PWN:avoid.v.01	接触がないままでいる
PWN:awake.a.01	睡眠している状態でない
PWN:awaken.v.01	目が覚める、意識がある
PWN:award.v.01	特に名誉または報酬として、与える
PWN:award.v.02	　判断された支給金としてまたは利益に基づいて与える
PWN:awareness.n.01	知識を持つこと
PWN:away.r.01	特定のもの、場所または位置から
PWN:awl.n.01	表面に印を付けたり小さな穴をうがつのに用いる尖った道具
PWN:ax.n.01	取っ手の一方に重い刃のついた刃もの
PWN:axle.n.01	車が回転するシャフト
PWN:baby.n.01	非常に年の若く（生後1年までの）、まだ歩いたり話したりできない子供
PWN:baby.n.07	ある人に対する個人的興味からくる計画
PWN:back.n.01	人間（または動物）の首から脊柱の端までの後部
PWN:back.n.03	通常の観察者から最も遠い何かの部分
PWN:back.r.01	前の位置に向かってまたはそれの中の
PWN:back.r.02	後ろあるいは後部で、あるいは、のほうに向かって
PWN:background.n.03	ある状況や問題を理解するための本質的な情報
PWN:backing.n.01	賛同や支持を与える行為
PWN:bacon.n.01	塩味を付けられて、乾かされるか、または煙る豚の後部と側面
